Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
SUV,Columbia,SC,29201,Farmington,NH,03835,550,COD/COP,999,1,2015 nissan rogue,Runs,ENCLOSED,2023-01-26,10957858,Richard 470-560-3627,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Columbia,Boston - Cambridge - Quincy,33.986628,-81.024826,43.362176,-71.074979,01_26_2023_07_48,01_26_2023_16_35
CAR,Streetsboro,OH,44241,Camanche,IA,52730,750,FIFTEEN_BUSINESS_DAYS,522,1,1959 mercedes-benz 190 sl,Runs,ENCLOSED,2023-01-27,9301-CR,Not specified,Executive Auto Transport LLC,(774) 304-1197,executive.autotrans@gmail.com,99.9,Akron,Not specified,41.239251,-81.333941,41.771708,-90.333428,01_26_2023_07_48,01_26_2023_09_26
CAR,sidney,OH,45365,evansdale,IA,50707,900,COD/COP,578,1,2017 chevrolet camaro,Runs,ENCLOSED,2023-01-25,108777,Not specified,Ace Logistics Group Holdings LLC,(850) 790-0280,dispatch@tigerautotransport.com,100.0,Not specified,Waterloo - Cedar Falls,40.283344,-84.166616,42.48069,-92.270795,01_26_2023_07_48,01_26_2023_09_10
SUV,sandusky,OH,44870,san tan valley,AZ,85140,1200,COD/COP,1992,1,2023 kia sportage,Runs,ENCLOSED,2023-01-27,2013,pickup urgent text 7032141099,Genius Auto Trans LLC,(888) 910-1799,info@geniusautotrans.com,94.0,Sandusky,Phoenix - Mesa - Glendale,41.413066,-82.735002,33.245483,-111.530217,01_26_2023_07_48,01_26_2023_08_29
CAR,Orient,OH,43146,Timber Lake,SD,57656,1350,COD/COP,1234,1,2018 dodge challenger,Runs,ENCLOSED,2023-01-25,Jesse Dodge Demon,Call  or text Mike 561-409-9011 for dispatch anytime ,Marescas Auto Transport,(561) 409-9011,mmaresca22@yahoo.com,99.5,Columbus,Not specified,39.767894,-83.160088,45.325374,-100.966762,01_26_2023_07_48,01_26_2023_08_35
CAR,Norwalk,OH,44857,Silver Spring,MD,20906,700,COD/COP,408,1,1930 ford model a,Runs,ENCLOSED,2023-02-06,11139849,need 2 car enclosed only-no pick up before Feb 6,Certified Auto Shippers LLC,(503) 760-3232,kathy@certifiedautoshippers.com,100.0,Not specified,Washington - Arlington - Alexandria,41.2205,-82.590176,39.08528,-77.058949,01_26_2023_07_48,01_26_2023_16_35
SUV,North Olmsted,OH,44070,Seattle,WA,98115,1800,COD/COP,2403,1,2023 porsche macan,Runs,ENCLOSED,2023-01-26,CONTACT Q 440-532-0791,CONTACT Q 440-532-0791,M1 Motors Inc,(440) 716-2700,matt@mbzno.com,99.4,Cleveland - Elyria - Mentor,Seattle - Tacoma - Bellevue,41.416152,-81.922022,47.683612,-122.278022,01_26_2023_07_48,01_26_2023_10_02
CAR,North Canton,OH,44720,Chula Vista,CA,91911,1600,COD/COP,2405,1,2015 chevrolet camaro,Runs,ENCLOSED,2023-01-26,Not specified,Not specified,Fiat Of Strongsville,330-526-8045,brettlukovski@msn.com,98.2,Canton - Massillon,San Diego - Carlsbad - San Marcos,40.896635,-81.434908,32.607009,-117.050286,01_26_2023_07_48,01_26_2023_08_45
CAR,north canton,OH,44720,farragut,TN,37934,700,COD/COP,506,1,2011 porsche boxster,Runs,ENCLOSED,2023-01-23,White,Not specified,RSM MOTORS,(330) 212-5756,sam@rsmmotors.com,100.0,Canton - Massillon,Knoxville,40.896635,-81.434908,35.870594,-84.180338,01_26_2023_07_48,01_26_2023_08_23
CAR,North Canton,OH,44720,Waxahachie,TX,75165,1300,FIVE_BUSINESS_DAYS,1215,1,2018 ferrari 488 gtb,Runs,ENCLOSED,2023-01-27,11152676,Not specified,Power2ship Inc,(954) 654-7808,dispatch@power2ship.com,100.0,Canton - Massillon,Dallas - Fort Worth - Arlington,40.896635,-81.434908,32.322465,-96.780605,01_26_2023_07_48,01_26_2023_16_35
CAR,Macedonia,OH,44056,Livermore,CA,94551,1650,FIVE_BUSINESS_DAYS,2482,1,1987 buick regal,Runs,ENCLOSED,2023-01-26,30583575-CC,ready runs and drives,AAA Car Go Plus Inc,(303) 317-3113,dispatch@candccar-go.com,100.0,Akron,San Francisco - Oakland - Fremont,41.313498,-81.496454,37.764424,-121.765292,01_26_2023_07_48,01_26_2023_16_35
CAR,Hudson,OH,44224,Camanche,IA,52730,750,COD/COP,521,1,1959 mercedes-benz 190sl,Runs,ENCLOSED,2023-01-24,LG692 IA,Not specified,Executive Motor Coach,(859) 414-8298,lloyd@emotorc.com,100.0,Akron,Not specified,41.170156,-81.450318,41.771708,-90.333428,01_26_2023_07_48,01_26_2023_16_35
CAR,Hamilton,OH,45011,Baraboo,WI,53913,700,COD/COP,493,1,1993 ford mustang svt cobra,Runs,ENCLOSED,2023-02-03,EC-9968,Not specified,Car Sales America,(619) 631-5646,qualitycarshipping1@gmail.com,99.7,Cincinnati - Middletown,Not specified,39.426896,-84.497486,43.465286,-89.758772,01_26_2023_07_48,01_26_2023_16_35
CAR,Gallipolis,OH,45631,San Antonio,TX,78253,1455,TEN_BUSINESS_DAYS,1332,1,2006 chevrolet ssr,Runs,ENCLOSED,2023-01-25,Ready Today 1-25,Not specified,American Auto Transfers LLC,(408) 418-2921,amautotransfers14@gmail.com,99.8,Not specified,San Antonio - New Braunfels,38.812893,-82.267837,29.471996,-98.796976,01_26_2023_07_48,01_26_2023_08_13
CAR,Etna,OH,43105,Fort Collins,CO,80524,1900,COD/COP,1346,1,1972 chevrolet corvette,Inop,ENCLOSED,2023-02-03,22-26380,https://shipez.us/DnFmY,Freedom Auto Transport LLC,(954) 320-0330,dispatch@freedomautotransport.com,100.0,Columbus,Fort Collins - Loveland,39.865376,-82.617183,40.662014,-105.003223,01_26_2023_07_48,01_26_2023_16_35
CAR,Defiance,OH,43512,addison,IL,60101,550,COD/COP,237,1,1973 dodge challenger,Runs,ENCLOSED,2023-01-26,1170,Not specified,Tri State Auto Wholesalers Inc,(630) 669-2975,bestofbest71@yahoo.com,95.8,Not specified,Chicago - Naperville - Joliet,41.303763,-84.365654,41.930898,-88.01399,01_26_2023_07_48,01_26_2023_11_08
CAR,Dayton,OH,45458,Tucson,AZ,85719,1550,COD/COP,1870,1,2018 bmw x4,Runs,ENCLOSED,2023-01-25,29029120,Not specified,Route Runners Logistics Inc,(516) 776-9502,dispatch@routerunnerslogistics.com,98.4,Dayton - Kettering,Tucson,39.599287,-84.163593,32.248016,-110.947413,01_26_2023_07_48,01_26_2023_11_52
SUV,dayton,OH,45401,naples,FL,34120,1300,COD/COP,1132,1,2023 escalade esv,Runs,ENCLOSED,2023-01-24,Not specified,Not specified,Gorilla Built Offroad Inc,(239) 595-9459,jake@thetruckshopswfl.com,100.0,Dayton - Kettering,Naples - Marco Island,39.7587,-84.1919,26.322766,-81.559226,01_26_2023_07_48,01_26_2023_16_35
PICKUP,Dayton,OH,45431,Jonesborough,TN,37659,555,COD/COP,369,1,1967 ford f100,Runs,ENCLOSED,2023-01-26,11125624,Calls only 2394226473,V LIONS LOGISTICS,(000) 000-0000,info@v-lionslogisticsllc.com,100.0,Dayton - Kettering,Johnson City,39.769427,-84.075651,36.285561,-82.472923,01_26_2023_07_48,01_26_2023_16_35
PICKUP,Dayton,OH,45401,Jonesborough,TN,37659,550,COD/COP,363,1,1967 ford 100,Runs,ENCLOSED,2023-01-26,11138868,For fast dispatch text to 346-394-8189,GP Auto Logistics,(512) 503-1654,info@gpautologistics.com,98.4,Dayton - Kettering,Johnson City,39.7587,-84.1919,36.285561,-82.472923,01_26_2023_07_48,01_26_2023_11_03
CAR,columbus,OH,43228,north chesterfield,VA,23234,700,COD/COP,495,1,2015 chevrolet corvette,Runs,ENCLOSED,2023-01-25,1709687,Not specified,Montway LLC- Relocation,(224) 300-5401,vip@montway.com,100.0,Columbus,Richmond,39.955048,-83.134338,37.458422,-77.469799,01_26_2023_07_48,01_26_2023_09_04
PICKUP,Columbus,OH,43202,Jonesborough,TN,37659,550,COD/COP,342,1,1967 ford 100,Runs,ENCLOSED,2023-01-26,11139242,"fast dispatch text to 346-394-8189 Pick up Dayton, OH",GP Auto Logistics,(512) 503-1654,info@gpautologistics.com,98.4,Columbus,Johnson City,40.020272,-83.017128,36.285561,-82.472923,01_26_2023_07_48,01_26_2023_11_03
CAR,toledo,OH,43623,bakersfield,CA,93301,1605,COD/COP,2258,1,2015 ford focus,Runs,ENCLOSED,2023-02-03,30810792-yf,call or text chuck at 702 359 0907,Yellowfin Logistics LLC,(888) 223-5038,ben@yellowfinlogistics.com,99.7,Toledo,Bakersfield - Delano,41.705637,-83.659842,35.387899,-119.023585,01_26_2023_07_48,01_26_2023_16_35
CAR,Columbus,OH,43085,Jacksonville,FL,32099,780,COD/COP,823,1,1972 chevrolet monte carlo,Runs,ENCLOSED,2023-01-26,11048307,"fast dispatch text to 346.394.8189 pick up  Cincinnati, OH",GP Auto Logistics,(512) 503-1654,info@gpautologistics.com,98.4,Columbus,Jacksonville,40.100474,-83.013908,30.3383,-81.7706,01_26_2023_07_48,01_26_2023_16_35
